,iv1,iv2,vg1,vg2,vr,v1,v2,ivdd,ivss,vdd,vss,name,type,time,OK
0,132.7333,143.7659,0.9218719,0.5099229,2.088023,0.0,0.0,-260.3026,2.046448e-05,1.8,0.0,tran_SchGtKttTtVt,Sch,Mon Sep 22 21:14:38 2025,False
