,vdd_9ns,idd_9ns,name,type,time,OK
0,1.9,-214.869,SchGtKssTtVh,Sch,Sat May 16 14:55:15 2026,True
1,1.7,-192.2513,SchGtKssTtVl,Sch,Sat May 16 14:55:15 2026,True
2,1.8,-203.56009999999998,SchGtKssTtVt,Sch,Sat May 16 14:55:15 2026,True
