,vdd_9ns,idd_9ns,name,type,time,OK
0,1.8,-229.0052,SchGtKttTtVt,Sch,Sat May 16 14:20:14 2026,True
1,1.8,-203.56009999999998,SchGtKssTtVt,Sch,Sat May 16 14:20:17 2026,True
2,1.8,-261.72020000000003,SchGtKffTtVt,Sch,Sat May 16 14:20:19 2026,True
3,1.8,-229.0052,SchGtKsfTtVt,Sch,Sat May 16 14:20:22 2026,True
4,1.8,-229.0052,SchGtKfsTtVt,Sch,Sat May 16 14:20:24 2026,True
