,vdd_9ns,idd_9ns,name,type,time,OK
0,1.9,-276.2602,SchGtKffTtVh,Sch,Sat May 16 14:55:12 2026,False
1,1.7,-247.1802,SchGtKffTtVl,Sch,Sat May 16 14:55:12 2026,True
2,1.8,-261.72020000000003,SchGtKffTtVt,Sch,Sat May 16 14:55:12 2026,True
