,vdd_9ns,idd_9ns,name,type,time,OK
0,1.9,-241.7277,SchGtKfsTtVh,Sch,Sat May 16 14:55:09 2026,True
1,1.7,-216.2827,SchGtKfsTtVl,Sch,Sat May 16 14:55:09 2026,True
2,1.8,-229.0052,SchGtKfsTtVt,Sch,Sat May 16 14:55:09 2026,True
