Temperature (°C),Output voltage (V),Coarse code,Fine code,Minimum power (uW),Maximum power (uW),Average power (uW)
60.0,0.426615,0.004,0.006,-1309.761,318.6288,58.945425886276
65.0,0.446605,0.004,0.007,-1327.0446000000002,325.953,58.945425886276
70.0,0.45488,0.004,0.007,-1332.4661999999998,333.70919999999995,58.945425886276
75.0,0.473915,0.004,0.008,-1328.7798,341.109,58.945425886276
80.0,0.506933,0.005,0.004,-1319.9868000000001,469.05840000000006,58.945425886276
