v-sweep,v(vs),v(vg),v(vd),i(v.xdut.v1),i(v.xdut.v2),i(v.xdut.v3),id1,id2,id3,vsg,vsd,gm1,gm2,gm3
1.42,1.8,0.38,0.0,2.45753e-05,4.26698e-05,6.15224e-05,24.575300000000002,42.6698,61.5224,1.42,1.8,99.88000000000241,173.2200000000043,255.39000000000462
1.43,1.8,0.37,0.0,2.55943e-05,4.44381e-05,6.41301e-05,25.5943,44.4381,64.1301,1.4300000000000002,1.8,101.89999999999748,176.82999999999555,260.7699999999941
1.44,1.8,0.36,0.0,2.66333e-05,4.62422e-05,6.67913e-05,26.633300000000002,46.242200000000004,66.79129999999999,1.44,1.8,103.90000000000236,180.41000000000437,266.12000000000506
1.45,1.8,0.35,0.0,2.76923e-05,4.8082e-05,6.95056e-05,27.6923,48.082,69.50559999999999,1.4500000000000002,1.8,105.8999999999973,183.97999999999544,271.4299999999932
1.46,1.8,0.34,0.0,2.87713e-05,4.99572e-05,7.22726e-05,28.7713,49.95719999999999,72.2726,1.46,1.8,107.90000000000236,187.52000000000325,276.7000000000069
1.47,1.8,0.33,0.0,2.987e-05,5.18677e-05,7.50921e-05,29.87,51.8677,75.0921,1.47,1.8,109.86999999999999,191.05000000000044,281.9500000000003
1.48,1.8,0.32,0.0,3.09884e-05,5.38133e-05,7.79637e-05,30.988400000000002,53.813300000000005,77.96369999999999,1.48,1.8,111.84000000000002,194.56000000000043,287.15999999999843
1.49,1.8,0.31,0.0,3.21255e-05,5.57911e-05,8.08828e-05,32.1255,55.7911,80.8828,1.49,1.8,113.70999999999992,197.77999999999932,291.91000000000116
1.5,1.8,0.3,0.0,3.3283e-05,5.78063e-05,8.38576e-05,33.283,57.8063,83.85759999999999,1.5,1.8,115.74999999999979,201.51999999999984,297.4799999999985
1.51,1.8,0.29,0.0,3.44598e-05,5.9856e-05,8.68835e-05,34.4598,59.855999999999995,86.8835,1.51,1.8,117.67999999999991,204.96999999999926,302.59000000000043
1.52,1.8,0.28,0.0,3.56559e-05,6.19399e-05,8.99602e-05,35.655899999999995,61.9399,89.9602,1.52,1.8,119.60999999999932,208.3900000000005,307.66999999999996
1.53,1.8,0.27,0.0,3.68711e-05,6.40578e-05,9.30872e-05,36.8711,64.0578,93.0872,1.53,1.8,121.52000000000018,211.78999999999968,312.69999999999925
1.54,1.8,0.26,0.0,3.81053e-05,6.62096e-05,9.62642e-05,38.1053,66.20960000000001,96.2642,1.54,1.8,123.42000000000002,215.18000000000066,317.7000000000004
1.55,1.8,0.25,0.0,3.93584e-05,6.8395e-05,9.94908e-05,39.358399999999996,68.395,99.4908,1.55,1.8,125.30999999999952,218.5399999999985,322.6599999999988
1.56,1.8,0.24,0.0,4.06302e-05,7.06137e-05,0.000102767,40.6302,70.61370000000001,102.767,1.56,1.8,127.18000000000049,221.87000000000106,327.62
1.57,1.8,0.23,0.0,4.19207e-05,7.28657e-05,0.000106092,41.9207,72.86569999999999,106.092,1.57,1.8,129.04999999999933,225.1999999999979,332.5
1.58,1.8,0.22,0.0,4.32298e-05,7.51505e-05,0.000109465,43.2298,75.15050000000001,109.465,1.58,1.8,130.90999999999997,228.48000000000164,337.3000000000002
1.59,1.8,0.21,0.0,4.45573e-05,7.74681e-05,0.000112887,44.5573,77.4681,112.887,1.59,1.8,132.74999999999994,231.75999999999968,342.1999999999994
1.6,1.8,0.2,0.0,4.5903e-05,7.98181e-05,0.000116357,45.903,79.81809999999999,116.357,1.6,1.8,134.56999999999996,234.9999999999978,346.9999999999996
1.61,1.8,0.19,0.0,4.7267e-05,8.22004e-05,0.000119874,47.267,82.2004,119.874,1.61,1.8,136.40000000000032,238.2300000000013,351.6999999999993
1.62,1.8,0.18,0.0,4.86489e-05,8.46147e-05,0.000123438,48.6489,84.6147,123.43799999999999,1.62,1.8,138.18999999999934,241.4299999999995,356.39999999999895
1.63,1.8,0.17,0.0,5.00488e-05,8.70608e-05,0.000127049,50.0488,87.0608,127.049,1.6300000000000001,1.8,139.99000000000012,244.6099999999999,361.1000000000015
1.64,1.8,0.16,0.0,5.14664e-05,8.95383e-05,0.000130707,51.4664,89.5383,130.707,1.6400000000000001,1.8,141.7599999999999,247.7500000000004,365.79999999999836
1.65,1.8,0.15,0.0,5.29017e-05,9.20472e-05,0.00013441,52.901700000000005,92.04719999999999,134.41,1.6500000000000001,1.8,143.5300000000004,250.88999999999805,370.29999999999995
1.66,1.8,0.14,0.0,5.43545e-05,9.45871e-05,0.00013816,54.3545,94.5871,138.16,1.6600000000000001,1.8,145.2799999999995,253.9900000000015,374.99999999999966
1.67,1.8,0.13,0.0,5.58247e-05,9.71577e-05,0.000141954,55.8247,97.1577,141.95399999999998,1.67,1.8,147.02000000000297,257.06000000000535,379.40000000000634
1.68,1.8,0.12,0.0,5.73122e-05,9.97589e-05,0.000145794,57.312200000000004,99.7589,145.794,1.6800000000000002,1.8,148.749999999997,260.1199999999931,383.9999999999943
1.69,1.8,0.11,0.0,5.88167e-05,0.00010239,0.000149678,58.816700000000004,102.39,149.67800000000003,1.69,1.8,150.45000000000323,263.110000000006,388.40000000000975
1.7,1.8,0.1,0.0,6.03382e-05,0.000105052,0.000153606,60.3382,105.05199999999999,153.606,1.7,1.8,152.14999999999947,266.19999999999897,392.79999999999654
1.71,1.8,0.09,0.0,6.18765e-05,0.000107743,0.000157578,61.87649999999999,107.743,157.57799999999997,1.71,1.8,153.8299999999991,269.1,397.19999999999766
1.72,1.8,0.08,0.0,6.34315e-05,0.000110464,0.000161593,63.43150000000001,110.464,161.593,1.72,1.8,155.50000000000125,272.10000000000014,401.50000000000114
1.73,1.8,0.07,0.0,6.50031e-05,0.000113213,0.000165651,65.00309999999999,113.21300000000001,165.651,1.73,1.8,157.1599999999981,274.9000000000007,405.8000000000018
1.74,1.8,0.06,0.0,6.65911e-05,0.000115992,0.000169752,66.5911,115.99199999999999,169.752,1.74,1.8,158.80000000000067,277.899999999998,410.09999999999957
1.75,1.8,0.05,0.0,6.81953e-05,0.0001188,0.000173895,68.1953,118.8,173.895,1.75,1.8,160.42000000000044,280.80000000000047,414.2999999999997
1.76,1.8,0.04,0.0,6.98156e-05,0.000121636,0.00017808,69.81559999999999,121.636,178.08,1.76,1.8,162.02999999999847,283.5999999999996,418.49999999999983
1.77,1.8,0.03,0.0,7.14519e-05,0.0001245,0.000182307,71.4519,124.49999999999999,182.307,1.77,1.8,163.63000000000042,286.3999999999988,422.69999999999715
1.78,1.8,0.02,0.0,7.31041e-05,0.000127392,0.000186574,73.1041,127.392,186.574,1.78,1.8,165.22000000000062,289.2000000000007,426.70000000000203
1.79,1.8,0.01,0.0,7.47719e-05,0.000130311,0.000190883,74.7719,130.311,190.883,1.79,1.8,166.77999999999983,291.90000000000083,430.89999999999935
1.8,1.8,-1.33227e-15,0.0,7.64552e-05,0.000133258,0.000195231,76.4552,133.258,195.231,1.8000000000000014,1.8,168.3299999999777,294.69999999996077,434.79999999994016
