,v1a_,name,type,time,OK
0,0.8432468,tran_SchGtKttTlVt,Sch,Sun Nov 30 23:31:41 2025,True
1,0.5661207,tran_SchGtKttThVt,Sch,Sun Nov 30 23:31:13 2025,True
2,0.7348852,tran_SchGtKttTtVt,Sch,Sun Nov 30 23:30:44 2025,True
