Temperature (°C),Output voltage (V),Coarse code,Fine code,Minimum power (uW),Maximum power (uW),Average power (uW)
-40.0,0.858135,0.009,0.004,-17.294058000000003,594.6282,102.34034722948394
0.0,0.897561,0.009,0.005,-58.603320000000004,639.1278,98.31902964546279
125.0,0.946905,0.009,0.006,-136.02636,772.0794,64.02619341741122
