,iv6,iv5,iv4,iv3,iv2,iv1,vg3,vg2,vg1,ivdd,ivss,vr,name,type,time,OK
0,-7.613241,-3.755428,6.975442,6.914105,0.001963429,-0.4135503,1620.22,193.1952,7.37011,11.36867,-3.8464490000000002,62.34335,tran_SchGtKttTtVt,Sch,Tue Sep 16 09:33:11 2025,False
