,vout1_1us,vout2_1us,vout3_1us,iout4_1us,name,type,time,OK
0,0.4828567,8.847799e-09,7.088942e-08,3.929266e-06,tran_SchGtKttTtVt,Sch,Fri Dec 12 23:10:57 2025,True
