Output voltage (V),Process corner,Voltage supply (V),Temperature (°C),Coarse code,Fine code,Timestamp (ns),Mean active power (uW),Minimum active power (uW),Maximum active power (uW),Sleep power (uW),Error voltage (V),Feed voltage (V),Start-up time (ns)
0.927554,Typical,1.8,-30.0,0.009,0.008,273502.0,93.64241256419402,-0.4157012527199999,122.8366206,0.023139322199999892,-0.005529000000000006,0.983782,62800.0
0.927675,Typical,1.8,-29.0,0.009,0.008,362302.0,91.35942380715944,-0.42229401083999996,122.72327820000001,0.02312823060000105,-0.005486999999999909,0.970854,62800.0
0.92779,Typical,1.8,-28.0,0.009,0.008,362302.0,91.26168707694652,-0.42879694661999984,122.6061576,0.023198821200001035,-0.005433000000000021,0.957659,62800.0
0.927912,Typical,1.8,-27.0,0.009,0.008,362302.0,91.16668992691352,-0.43536180059999985,122.4848286,0.02311039979999998,-0.005387000000000031,0.944784,62800.0
0.928032,Typical,1.8,-26.0,0.009,0.008,362302.0,90.8471749094734,-0.44191853406000015,122.3569548,0.023121278999998798,-0.005348000000000019,0.932835,62800.0
0.928155,Typical,1.8,-25.0,0.009,0.008,273502.0,92.94024121338852,-0.4483630781999999,122.2242966,0.02320767719999997,-0.005322999999999967,0.922187,62800.0
0.928279,Typical,1.8,-24.0,0.009,0.008,362302.0,90.6746865072717,-0.45492094980000014,122.08763879999998,0.023196706200000014,-0.005284999999999984,0.912902,62800.0
0.928407,Typical,1.8,-23.0,0.009,0.008,388302.0,93.65227146160963,-0.4614830136,121.94227260000001,0.023160045599999887,-0.005252999999999952,0.904835,62800.0
0.928525,Typical,1.8,-22.0,0.009,0.008,390302.0,93.54997539607467,-0.46814493059999995,121.78564920000001,0.02321272800000107,-0.0052040000000000974,0.89777,62800.0
0.928652,Typical,1.8,-21.0,0.009,0.008,328502.0,93.91892951497267,-0.4747008978,121.6209456,0.023196427199999977,-0.005163999999999946,0.891505,62800.0
0.928781,Typical,1.8,-20.0,0.009,0.008,331502.0,95.84050604798131,-0.4813044912000001,121.44865860000002,0.024731623799999478,-0.005114999999999981,0.885873,62800.0
0.888642,Typical,1.8,-19.0,0.01,0.001,295102.0,97.56092773694856,-0.5406298578000006,129.28311539999999,0.023174947799999967,0.0005980000000000985,0.869551,127600.0
